MedInc,HouseAge,AveBedrms,Population,AveOccup,Longitude
2.3056,29.0,1.0900621118012421,1056.0,3.279503105590062,-118.27
1.0375,35.0,1.1941391941391941,1086.0,3.978021978021978,-118.25
2.25,45.0,0.919831223628692,850.0,3.586497890295359,-118.26
1.6389,44.0,0.9473684210526315,1296.0,3.2481203007518795,-118.26
1.5147,44.0,1.0444444444444445,999.0,3.1714285714285713,-118.26
1.6887,44.0,1.0728744939271255,760.0,3.076923076923077,-118.26
1.6333,37.0,0.989010989010989,1092.0,4.0,-118.25
1.65,41.0,1.0539845758354756,1408.0,3.619537275064267,-118.26
1.5872,38.0,1.1157894736842104,1080.0,3.789473684210526,-118.27
2.0,44.0,1.0838323353293413,716.0,4.287425149700598,-118.26
1.4917,35.0,0.9926108374384236,1587.0,3.9088669950738915,-118.26
2.6458,41.0,1.115702479338843,466.0,3.8512396694214877,-118.27
2.0789,34.0,0.9649122807017544,661.0,3.865497076023392,-118.27
1.6645,37.0,1.2415730337078652,842.0,4.730337078651686,-118.27
1.8191,36.0,1.063400576368876,1247.0,3.5936599423631126,-118.27
1.5256,36.0,1.0977777777777777,702.0,3.12,-118.26
1.1326,42.0,1.006825938566553,775.0,2.645051194539249,-118.26
2.5,42.0,1.1136363636363635,526.0,3.984848484848485,-118.25
1.7986,40.0,0.9568627450980393,705.0,2.764705882352941,-118.26
1.7262,36.0,1.0679012345679013,1147.0,3.5401234567901234,-118.27
1.6625,43.0,1.011764705882353,1182.0,3.476470588235294,-118.27
1.449,30.0,1.0966850828729282,1406.0,3.883977900552486,-118.27
1.1468,39.0,1.1130952380952381,1901.0,3.7718253968253967,-118.27
1.4329,21.0,1.0036101083032491,1283.0,4.631768953068592,-118.28
1.1051,32.0,1.0593220338983051,1268.0,3.5819209039548023,-118.28
0.8952,9.0,1.1403508771929824,438.0,3.8421052631578947,-118.28
3.0788,44.0,0.952112676056338,1197.0,3.371830985915493,-118.28
2.5179,42.0,1.0722610722610724,1503.0,3.5034965034965033,-118.28
3.3836,43.0,1.0767045454545454,1051.0,2.9857954545454546,-118.29
2.5398,47.0,1.027355623100304,1003.0,3.048632218844985,-118.29
2.0313,41.0,1.1371681415929205,913.0,4.039823008849558,-118.28
2.875,40.0,1.0646651270207852,1616.0,3.7321016166281753,-118.29
2.2778,41.0,1.1785714285714286,605.0,3.6011904761904763,-118.29
1.2098,38.0,1.0638297872340425,1657.0,3.525531914893617,-118.27
1.5114,39.0,1.0180505415162455,975.0,3.51985559566787,-118.28
2.2969,43.0,0.9367088607594937,295.0,3.7341772151898733,-118.28
3.5833,45.0,0.9333333333333333,448.0,3.7333333333333334,-118.28
0.4999,52.0,0.7333333333333333,74.0,1.6444444444444444,-118.28
2.3333,44.0,1.0,940.0,3.0128205128205128,-118.25
1.1434,43.0,1.1317365269461077,1305.0,3.907185628742515,-118.25
0.8527,43.0,1.0173160173160174,736.0,3.186147186147186,-118.25
0.6831,37.0,0.9824304538799414,2865.0,4.194729136163982,-118.23
1.35,40.0,0.9790209790209791,1210.0,4.230769230769231,-118.24
1.4792,37.0,1.0,653.0,4.442176870748299,-118.24
1.25,36.0,1.0710059171597632,1938.0,3.8224852071005917,-118.24
0.9708,21.0,1.103225806451613,1167.0,3.764516129032258,-118.24
1.5427,28.0,1.2079831932773109,1799.0,3.7794117647058822,-118.25
1.6513,37.0,1.2755102040816326,390.0,3.979591836734694,-118.24
1.1384,25.0,0.9090909090909091,801.0,3.640909090909091,-118.25
0.9889,40.0,1.0,1068.0,3.9555555555555557,-118.25
0.9298,36.0,1.1004497751124438,2664.0,3.9940029985007497,-118.25
1.1346,42.0,1.0219298245614035,899.0,3.942982456140351,-118.25
2.0,37.0,1.0343347639484979,1040.0,4.463519313304721,-118.24
2.0769,34.0,1.25,673.0,4.673611111111111,-118.24
1.5132,37.0,1.0403225806451613,824.0,3.3225806451612905,-118.24
1.0625,32.0,0.9178082191780822,861.0,3.9315068493150687,-118.24
0.9705,42.0,1.06,411.0,4.11,-118.24
1.7212,39.0,1.030188679245283,1211.0,4.569811320754717,-118.24
2.0187,39.0,1.1025641025641026,1313.0,5.611111111111111,-118.23
2.1607,35.0,1.015209125475285,1339.0,5.091254752851711,-118.23
2.3333,36.0,1.0165562913907285,1417.0,4.69205298013245,-118.23
1.2679,30.0,1.0343137254901962,1071.0,5.25,-118.24
1.3,36.0,1.0423728813559323,487.0,4.127118644067797,-118.23
0.8478,39.0,0.994392523364486,2015.0,3.7663551401869158,-118.23
0.8984,32.0,1.1146245059288538,992.0,3.9209486166007905,-118.24
8.2816,29.0,1.0541666666666667,2184.0,2.275,-118.39
15.0001,32.0,1.0803443328550932,1567.0,2.248206599713056,-118.4
12.3767,27.0,1.1222222222222222,654.0,2.422222222222222,-118.42
12.7296,27.0,1.0650887573964498,3511.0,2.5968934911242605,-118.43
7.9835,27.0,1.015228426395939,497.0,2.5228426395939088,-118.43
9.7449,20.0,1.0701522170747848,3731.0,2.4692256783587028,-118.45
15.0001,36.0,1.1736526946107784,862.0,2.5808383233532934,-118.44
15.0001,46.0,0.967741935483871,238.0,2.5591397849462365,-118.43
7.1576,52.0,1.2137931034482758,384.0,2.6482758620689655,-118.45
11.8442,31.0,1.0577889447236182,2092.0,2.628140703517588,-118.45
7.8426,35.0,1.084710743801653,1065.0,2.200413223140496,-118.46
11.1978,32.0,1.0316455696202531,2768.0,2.5027124773960217,-118.47
13.2935,27.0,1.012672811059908,2336.0,2.6912442396313363,-118.49
10.7937,29.0,1.2178683385579938,1500.0,2.3510971786833856,-118.48
8.5153,40.0,0.9254302103250478,1564.0,2.9904397705544934,-118.48
12.8665,37.0,1.0129151291512914,1318.0,2.4317343173431736,-118.48
15.0001,42.0,1.1612903225806452,829.0,2.674193548387097,-118.49
13.5728,36.0,1.0397727272727273,1054.0,2.9943181818181817,-118.49
13.947,29.0,1.052780395852969,2919.0,2.751178133836004,-118.51
15.0,39.0,1.01875,414.0,2.5875,-118.5
8.1888,37.0,1.1003963011889035,1925.0,2.542932628797886,-118.53
4.825,45.0,1.045016077170418,709.0,2.279742765273312,-118.52
6.5147,47.0,0.9264705882352942,819.0,2.4088235294117646,-118.52
11.2866,14.0,1.0419708029197081,2926.0,2.6697080291970803,-118.57
8.565,33.0,1.038022813688213,2540.0,2.414448669201521,-118.54
8.8619,41.0,0.987603305785124,617.0,2.549586776859504,-118.55
8.2934,34.0,1.1471571906354514,662.0,2.2140468227424748,-118.56
7.3031,24.0,1.073846153846154,761.0,2.3415384615384616,-118.56
11.4233,21.0,0.9980988593155894,1493.0,2.838403041825095,-118.54
6.0307,35.0,1.0777262180974478,3646.0,2.1148491879350346,-118.55
10.8082,42.0,0.9701492537313433,368.0,2.746268656716418,-118.52
13.6842,43.0,0.9921875,761.0,2.97265625,-118.52
9.1078,45.0,1.0114942528735633,735.0,2.8160919540229883,-118.53
7.0318,40.0,1.1473684210526316,1551.0,2.3323308270676693,-118.53
15.0001,36.0,0.9854545454545455,1461.0,2.6563636363636363,-118.5
7.9096,39.0,1.1121951219512196,928.0,2.2634146341463413,-118.55
10.1882,38.0,1.084772370486656,1660.0,2.6059654631083204,-118.51
7.6447,45.0,1.1111111111111112,419.0,2.4502923976608186,-118.47
9.4664,45.0,1.0852130325814537,916.0,2.2957393483709274,-118.47
9.5221,48.0,1.0232558139534884,1282.0,2.4844961240310077,-118.48
15.0001,42.0,0.9642857142857143,632.0,2.8214285714285716,-118.49
4.801,26.0,1.0829297820823245,2937.0,1.7778450363196125,-118.47
4.2554,20.0,1.0624133148404993,2202.0,1.5270457697642164,-118.46
3.5909,25.0,1.0844645550527903,1229.0,1.8536953242835597,-118.47
3.7721,25.0,1.1317600786627335,1719.0,1.6902654867256637,-118.46
4.6197,21.0,1.0193285859613428,1489.0,1.5147507629704984,-118.46
4.7009,22.0,1.064228367528992,2048.0,1.8269402319357717,-118.47
4.175,27.0,1.0738045738045738,1725.0,1.793139293139293,-118.47
6.7496,36.0,1.095959595959596,751.0,1.8964646464646464,-118.48
7.0285,45.0,1.0239234449760766,415.0,1.985645933014354,-118.49
15.0001,46.0,0.9736842105263158,410.0,2.6973684210526314,-118.42
10.3467,34.0,1.1002277904328017,949.0,2.161731207289294,-118.43
7.7382,38.0,1.1062394603709949,1251.0,2.109612141652614,-118.43
7.1674,26.0,1.1231231231231231,1322.0,1.984984984984985,-118.44
8.9565,35.0,1.1216216216216217,1257.0,4.246621621621622,-118.44
5.5,28.0,1.1061130334486735,1763.0,2.033448673587082,-118.44
2.0511,21.0,1.1741071428571428,965.0,4.308035714285714,-118.44
2.2857,14.0,1.3708920187793427,282.0,1.323943661971831,-118.44
1.3125,13.0,1.159744408945687,3806.0,3.0399361022364215,-118.45
1.583,19.0,1.0454840805718,3751.0,2.437296946068876,-118.45
2.2444,20.0,1.1175950486295314,2667.0,2.3580901856763927,-118.45
7.0674,46.0,0.9513274336283186,482.0,2.1327433628318584,-118.46
6.7703,43.0,1.1203931203931203,808.0,1.9852579852579852,-118.46
14.2867,49.0,0.9465408805031447,850.0,2.6729559748427674,-118.46
9.2225,42.0,1.1111111111111112,913.0,2.2053140096618358,-118.46
3.2545,9.0,1.1689655172413793,2609.0,1.7993103448275862,-118.44
4.4674,18.0,1.1505791505791505,1886.0,1.8204633204633205,-118.44
4.7109,32.0,1.0431654676258992,798.0,1.9136690647482015,-118.44
5.7097,15.0,1.0649350649350648,2269.0,1.8417207792207793,-118.44
7.2675,11.0,1.3844492440604752,911.0,1.9676025917926565,-118.43
5.3777,41.0,1.0,601.0,2.250936329588015,-118.43
5.2555,22.0,1.2179341657207718,1581.0,1.7945516458569808,-118.43
6.2389,13.0,1.3866171003717471,1649.0,2.043370508054523,-118.44
6.1527,40.0,1.0541044776119404,1077.0,2.0093283582089554,-118.42
7.4219,31.0,1.0364963503649636,523.0,1.9087591240875912,-118.43
4.1908,38.0,1.1608391608391608,1122.0,1.9615384615384615,-118.43
5.1999,20.0,1.092274678111588,1675.0,1.7972103004291846,-118.43
10.8045,44.0,0.9278350515463918,291.0,3.0,-118.42
6.871,52.0,1.0404984423676011,640.0,1.9937694704049844,-118.42
4.8304,38.0,1.2017075773745998,1698.0,1.8121664887940234,-118.42
6.7115,52.0,0.9508196721311475,727.0,2.3836065573770493,-118.43
3.9673,24.0,1.0627099664053752,1613.0,1.8062709966405375,-118.43
4.1141,20.0,1.0762771168649405,2492.0,1.7438768369489153,-118.44
4.8618,22.0,1.1011378002528445,1588.0,2.0075853350189634,-118.44
5.8587,52.0,1.0558252427184467,962.0,2.3349514563106797,-118.43
2.1875,28.0,0.9827586206896551,936.0,2.3054187192118225,-118.45
3.6673,22.0,1.1117021276595744,1848.0,1.9659574468085106,-118.45
2.7679,23.0,1.064464141821112,2031.0,1.6365834004834812,-118.45
2.6509,25.0,1.1594360086767896,3136.0,1.700650759219089,-118.46
3.7549,23.0,1.057518488085456,2103.0,1.7280197206244865,-118.45
3.2663,19.0,1.060388945752303,1820.0,1.8628454452405323,-118.46
3.5335,21.0,1.05,2719.0,1.9147887323943662,-118.47
3.0173,19.0,1.1038251366120218,1837.0,2.0076502732240438,-118.45
3.0069,25.0,1.0271816881258942,1390.0,1.988555078683834,-118.46
3.6976,25.0,1.0841836734693877,1558.0,1.9872448979591837,-118.46
3.1235,17.0,1.183377308707124,1404.0,1.8522427440633245,-118.46
3.287,31.0,1.050520059435364,1632.0,2.424962852897474,-118.46
3.9489,21.0,1.0927487352445193,1435.0,2.4198988195615514,-118.45
2.6528,45.0,0.96,520.0,2.9714285714285715,-118.45
3.7813,39.0,1.1074380165289257,931.0,2.564738292011019,-118.45
2.1875,49.0,1.0,14.0,2.0,-118.44
0.536,16.0,1.5,3.0,0.75,-118.44
3.0714,31.0,1.0491283676703644,1535.0,2.4326465927099843,-118.44
5.2954,52.0,1.003257328990228,735.0,2.3941368078175898,-118.43
4.925,46.0,1.010989010989011,639.0,2.340659340659341,-118.42
4.5833,42.0,1.1027131782945736,1115.0,2.1608527131782944,-118.43
5.8758,16.0,1.1642969984202212,3026.0,1.5934702474986835,-118.41
5.0151,33.0,1.0723684210526316,1124.0,1.8486842105263157,-118.42
7.8164,52.0,1.0414507772020725,981.0,2.5414507772020727,-118.42
5.0762,26.0,1.146583850931677,1518.0,1.8857142857142857,-118.4
9.272,40.0,0.950354609929078,720.0,2.5531914893617023,-118.4
12.8483,42.0,0.9157894736842105,420.0,2.210526315789474,-118.4
8.1484,36.0,1.100371747211896,871.0,3.2379182156133828,-118.4
3.7277,33.0,1.0633608815426998,994.0,2.7382920110192837,-118.41
8.0239,49.0,0.8962264150943396,228.0,2.150943396226415,-118.41
4.0283,35.0,1.03971119133574,1047.0,1.8898916967509025,-118.39
5.222,42.0,1.0527306967984935,1253.0,2.35969868173258,-118.39
3.6953,34.0,1.0625,859.0,1.9884259259259258,-118.4
4.0153,25.0,1.0653495440729484,1139.0,1.7310030395136777,-118.39
10.9805,52.0,1.0481927710843373,681.0,2.7349397590361444,-118.41
11.1768,52.0,1.0152905198776758,800.0,2.4464831804281344,-118.41
5.1637,36.0,1.10051993067591,1234.0,2.1386481802426345,-118.41
6.626,51.0,0.9747899159663865,771.0,2.1596638655462184,-118.42
5.6454,52.0,1.0187265917602997,574.0,2.149812734082397,-118.42
7.3028,45.0,1.022950819672131,834.0,2.734426229508197,-118.39
5.5951,44.0,1.010600706713781,635.0,2.243816254416961,-118.39
8.5938,43.0,1.050880626223092,1398.0,2.735812133072407,-118.4
10.4519,43.0,0.9731543624161074,394.0,2.6442953020134228,-118.4
6.6368,42.0,0.9950980392156863,577.0,2.8284313725490198,-118.39
2.2961,35.0,1.0902394106813997,1794.0,3.303867403314917,-118.38
2.7226,31.0,1.0818452380952381,2120.0,3.1547619047619047,-118.38
6.2895,45.0,1.1016949152542372,254.0,2.152542372881356,-118.38
2.0437,36.0,1.017150395778364,2054.0,2.7097625329815305,-118.38
3.4063,39.0,1.0289330922242315,1665.0,3.0108499095840866,-118.38
4.125,41.0,0.7666666666666667,85.0,2.8333333333333335,-118.39
4.7386,52.0,0.9584775086505191,666.0,2.3044982698961936,-118.39
3.9038,49.0,1.037174721189591,669.0,2.486988847583643,-118.39
3.2228,28.0,1.1143451143451144,1161.0,2.413721413721414,-118.39
3.0574,25.0,1.148796498905908,1890.0,2.0678336980306344,-118.39
3.2222,24.0,1.10801393728223,491.0,1.710801393728223,-118.4
6.5669,43.0,1.0100502512562815,520.0,2.613065326633166,-118.4
2.8418,26.0,1.1152,2435.0,1.948,-118.41
3.116,19.0,1.0872201492537314,3870.0,1.805037313432836,-118.4
2.4135,27.0,0.881578947368421,397.0,1.7412280701754386,-118.4
3.1642,24.0,1.0392327811682651,1764.0,1.5379250217959894,-118.41
3.5022,24.0,1.092485549132948,1322.0,1.9104046242774566,-118.41
3.0965,16.0,1.0650684931506849,3390.0,1.9349315068493151,-118.41
3.1415,19.0,1.1647597254004576,746.0,1.7070938215102975,-118.39
3.4058,13.0,1.0720867208672087,3397.0,1.8411924119241192,-118.4
2.9344,36.0,1.079696394686907,1756.0,3.332068311195446,-118.38
3.7206,39.0,1.0135135135135136,1237.0,3.343243243243243,-118.39
3.1827,43.0,1.0559006211180124,514.0,3.1925465838509317,-118.37
2.767,42.0,1.1099476439790577,1094.0,2.863874345549738,-118.37
2.6402,43.0,1.0365853658536586,705.0,2.8658536585365852,-118.38
2.25,25.0,1.2290076335877862,442.0,3.3740458015267176,-118.37
4.0781,43.0,0.9586206896551724,727.0,2.5068965517241377,-118.37
5.0866,45.0,1.009049773755656,637.0,2.8823529411764706,-118.42
5.2099,45.0,1.0163398692810457,788.0,2.5751633986928106,-118.43
3.2308,39.0,1.1085271317829457,855.0,2.2093023255813953,-118.43
3.1875,26.0,1.186206896551724,894.0,2.0551724137931036,-118.43
3.3542,44.0,1.1139240506329113,358.0,2.2658227848101267,-118.42
3.2396,25.0,1.120748299319728,1349.0,2.29421768707483,-118.44
3.6467,36.0,1.1022727272727273,867.0,2.4630681818181817,-118.43
3.625,37.0,0.9151785714285714,488.0,2.1785714285714284,-118.44
4.2434,37.0,0.9356435643564357,489.0,2.4207920792079207,-118.44
3.125,30.0,1.1058394160583942,606.0,2.2116788321167884,-118.44
3.3482,41.0,1.0526315789473684,711.0,2.338815789473684,-118.45
4.0231,41.0,1.0977130977130978,993.0,2.0644490644490645,-118.45
4.2411,41.0,1.0557768924302788,561.0,2.235059760956175,-118.44
6.2583,37.0,0.9595015576323987,783.0,2.439252336448598,-118.44
4.5795,43.0,1.025,651.0,2.7125,-118.44
5.1708,41.0,0.9692982456140351,534.0,2.3421052631578947,-118.44
5.8666,37.0,1.0964912280701755,626.0,2.745614035087719,-118.45
6.3516,40.0,1.0480349344978166,559.0,2.441048034934498,-118.45
6.4755,36.0,1.0023980815347722,1123.0,2.693045563549161,-118.45
4.0429,32.0,1.0629067245119306,921.0,1.997830802603037,-118.44
5.3403,43.0,0.979757085020243,675.0,2.7327935222672064,-118.43
6.2917,39.0,1.0243111831442464,1321.0,2.141004862236629,-118.44
3.9091,38.0,1.1875,830.0,2.255434782608696,-118.43
8.1631,42.0,1.0082644628099173,634.0,2.6198347107438016,-118.43
4.3906,41.0,1.0038910505836576,1001.0,1.9474708171206225,-118.43
4.5278,44.0,0.8397435897435898,326.0,2.08974358974359,-118.42
3.6019,20.0,1.1063291139240505,2165.0,1.8270042194092826,-118.41
3.6488,21.0,1.0435339308578746,1423.0,1.82202304737516,-118.42
4.9676,34.0,1.0750605326876512,973.0,2.3559322033898304,-118.42
3.1941,28.0,1.1082706766917294,1248.0,1.8766917293233083,-118.42
2.2402,34.0,0.9947201689545935,2626.0,2.7729672650475186,-118.42
3.3462,34.0,0.9861878453038674,805.0,2.223756906077348,-118.41
3.1746,22.0,1.2628062360801782,1655.0,1.8429844097995545,-118.42
3.4269,26.0,1.067173637515843,1745.0,2.211660329531052,-118.42
3.725,35.0,1.0523809523809524,1161.0,2.7642857142857142,-118.41
3.3955,19.0,1.103448275862069,2636.0,1.9760119940029985,-118.41
3.0833,27.0,0.9888,1594.0,2.5504,-118.41
4.7083,33.0,1.0490196078431373,1280.0,2.5098039215686274,-118.42
3.5667,32.0,1.144694533762058,703.0,2.260450160771704,-118.42
2.697,27.0,1.0189620758483033,2242.0,2.2375249500998002,-118.43
6.4232,41.0,0.9789473684210527,746.0,2.617543859649123,-118.43
4.7009,31.0,1.0476190476190477,1046.0,2.0753968253968256,-118.43
6.0804,42.0,1.0076335877862594,907.0,2.3078880407124682,-118.44
2.599,44.0,0.9912023460410557,821.0,2.407624633431085,-118.44
4.75,44.0,1.124203821656051,835.0,2.659235668789809,-118.44
4.7,39.0,1.0405797101449274,867.0,2.5130434782608697,-118.45
3.875,40.0,1.112540192926045,806.0,2.5916398713826365,-118.44
3.3995,30.0,1.0679785330948122,1341.0,2.3989266547406083,-118.43
3.1579,22.0,1.0769716088328076,3335.0,2.1041009463722395,-118.44
4.1083,41.0,1.0244565217391304,874.0,2.375,-118.44
3.099,42.0,1.0193370165745856,952.0,2.6298342541436464,-118.42
3.6611,29.0,1.089086859688196,960.0,2.138084632516704,-118.42
3.9798,31.0,1.1121951219512196,1002.0,2.44390243902439,-118.42
2.7058,28.0,1.0815426997245179,3586.0,1.9757575757575758,-118.43
5.6428,43.0,0.9514563106796117,266.0,2.5825242718446604,-118.46
2.918,39.0,1.0446343779677112,2054.0,1.9506172839506173,-118.46
5.1664,37.0,0.9880952380952381,248.0,2.9523809523809526,-118.46
4.7344,36.0,1.0526315789473684,679.0,2.748987854251012,-118.46
4.2813,39.0,0.9673202614379085,347.0,2.2679738562091503,-118.46
2.7143,38.0,1.0372340425531914,891.0,2.36968085106383,-118.47
2.288,41.0,1.1843575418994414,1839.0,3.4245810055865924,-118.47
2.3542,39.0,1.0943396226415094,538.0,3.3836477987421385,-118.46
2.8417,34.0,0.9524714828897338,1491.0,2.834600760456274,-118.47
2.6042,37.0,1.0379918588873813,1801.0,2.4436906377204886,-118.47
2.0714,31.0,1.1393939393939394,1178.0,3.56969696969697,-118.47
2.5938,41.0,1.1481481481481481,833.0,3.085185185185185,-118.47
2.1471,33.0,1.1868686868686869,645.0,3.257575757575758,-118.47
2.3417,40.0,1.1567291311754684,865.0,1.473594548551959,-118.51
2.5523,46.0,1.1627118644067798,1107.0,1.876271186440678,-118.48
3.015,50.0,1.0481171548117154,764.0,1.598326359832636,-118.47
3.0682,52.0,1.0955882352941178,636.0,1.5588235294117647,-118.47
2.8514,52.0,1.0912280701754387,1095.0,1.9210526315789473,-118.47
3.4071,37.0,1.1318681318681318,1082.0,1.6985871271585558,-118.47
2.975,24.0,1.0913461538461537,665.0,1.5985576923076923,-118.47
2.2643,52.0,1.0511182108626198,388.0,1.2396166134185302,-118.5
4.1861,52.0,1.0082644628099173,573.0,2.3677685950413223,-118.45
3.5234,52.0,1.0,528.0,2.0869565217391304,-118.46
4.0598,44.0,1.12109375,531.0,2.07421875,-118.46
3.6458,44.0,1.116504854368932,493.0,2.3932038834951457,-118.46
3.875,52.0,1.0618556701030928,376.0,1.9381443298969072,-118.46
4.45,46.0,1.0838323353293413,896.0,2.682634730538922,-118.45
3.962,43.0,1.152542372881356,862.0,2.4350282485875705,-118.45
4.575,48.0,0.9422632794457275,1142.0,2.6374133949191685,-118.45
2.9722,33.0,1.1009817671809257,1720.0,2.41234221598878,-118.45
3.1607,52.0,1.1132075471698113,779.0,1.8372641509433962,-118.45
3.1992,41.0,1.0634328358208955,562.0,2.0970149253731343,-118.46
4.337,37.0,1.0154525386313467,1075.0,2.3730684326710816,-118.46
5.2121,32.0,1.0629496402877698,1009.0,1.814748201438849,-118.46
4.0156,35.0,1.1320754716981132,478.0,1.8037735849056604,-118.46
3.8935,27.0,1.1353711790393013,806.0,1.759825327510917,-118.46
5.128,29.0,1.160919540229885,1157.0,1.6623563218390804,-118.5
4.5673,45.0,1.018939393939394,654.0,2.477272727272727,-118.45
6.0672,26.0,1.091644204851752,953.0,2.568733153638814,-118.45
3.8068,19.0,1.0950226244343892,964.0,1.453996983408748,-118.46
3.8698,19.0,1.1296296296296295,648.0,1.7142857142857142,-118.46
6.1726,18.0,1.234648027958063,3408.0,1.7014478282576135,-118.46
10.0,19.0,1.1655480984340045,777.0,1.738255033557047,-118.46
12.0088,16.0,1.2147651006711409,237.0,1.5906040268456376,-118.48
5.8083,10.0,1.2649253731343284,705.0,2.6305970149253732,-118.4
2.8393,35.0,1.0125786163522013,381.0,2.3962264150943398,-118.41
3.191,30.0,1.0613636363636363,3738.0,4.247727272727273,-118.41
2.9338,18.0,0.9671052631578947,884.0,1.9385964912280702,-118.41
3.1603,14.0,1.2065439672801637,2355.0,2.4079754601226995,-118.42
3.725,35.0,0.9757085020242915,1428.0,2.8906882591093117,-118.42
4.3281,35.0,1.064516129032258,1135.0,2.4408602150537635,-118.43
7.5426,19.0,1.033810143042913,2927.0,1.9031209362808843,-118.43
2.6667,45.0,1.110843373493976,1260.0,3.036144578313253,-118.43
4.0189,43.0,1.1115618661257607,1212.0,2.4584178498985803,-118.43
4.4228,23.0,1.013018714401953,2847.0,2.3165174938974777,-118.42
3.6667,3.0,1.0130718954248366,236.0,1.542483660130719,-118.42
4.875,42.0,1.0314232902033271,1328.0,2.454713493530499,-118.43
4.3333,43.0,1.0165016501650166,782.0,2.580858085808581,-118.44
1.1985,39.0,1.057915057915058,3212.0,4.133848133848134,-118.41
4.0893,38.0,0.8814432989690721,599.0,3.0876288659793816,-118.42
4.5521,35.0,1.0634517766497462,1079.0,2.738578680203046,-118.42
2.7153,35.0,0.993485342019544,1026.0,3.3420195439739415,-118.41
3.6538,36.0,1.0883720930232559,632.0,2.9395348837209303,-118.41
2.825,39.0,1.0674157303370786,1113.0,3.1264044943820224,-118.4
3.9727,33.0,1.0571428571428572,1695.0,2.306122448979592,-118.41
6.2673,38.0,0.9722222222222222,374.0,2.077777777777778,-118.39
7.4897,43.0,1.055299539170507,1151.0,2.652073732718894,-118.38
6.235,44.0,1.0054054054054054,513.0,2.772972972972973,-118.39
5.1333,43.0,1.007905138339921,1146.0,2.2648221343873516,-118.39
6.5778,46.0,1.0507462686567164,839.0,2.5044776119402985,-118.39
5.8143,45.0,0.9581749049429658,581.0,2.209125475285171,-118.39
3.625,45.0,1.2808219178082192,662.0,2.267123287671233,-118.39
3.0927,40.0,1.0129870129870129,584.0,2.5281385281385282,-118.36
4.3438,39.0,0.9452054794520548,131.0,1.7945205479452055,-118.37
3.3889,32.0,1.153497409326425,2725.0,1.7648963730569949,-118.37
6.1333,37.0,1.0338345864661653,668.0,2.511278195488722,-118.41
5.5941,44.0,1.0777777777777777,849.0,2.3583333333333334,-118.41
6.8197,44.0,0.98125,877.0,2.740625,-118.4
6.0286,44.0,1.0851063829787233,753.0,2.6702127659574466,-118.41
6.2022,43.0,0.9655172413793104,581.0,2.5043103448275863,-118.41
4.6176,44.0,1.0611814345991561,3732.0,7.8734177215189876,-118.41
4.9375,44.0,1.0126582278481013,562.0,2.371308016877637,-118.42
5.618,44.0,1.0334928229665072,494.0,2.3636363636363638,-118.42
6.1985,38.0,1.3251533742331287,415.0,2.5460122699386503,-118.43
5.8864,13.0,0.971830985915493,800.0,2.2535211267605635,-118.43
5.6435,33.0,1.0984340044742729,978.0,2.1879194630872485,-118.44
8.7819,20.0,1.062992125984252,704.0,2.7716535433070866,-118.43
7.7197,16.0,1.75,17.0,4.25,-118.43
5.0714,24.0,1.6683937823834196,1257.0,2.1709844559585494,-118.42
5.1064,16.0,1.1082058414464535,6270.0,1.7440890125173854,-118.43
5.6169,35.0,0.936046511627907,451.0,2.622093023255814,-118.4
5.9856,39.0,1.0085470085470085,314.0,2.6837606837606836,-118.4
5.611,36.0,1.0249433106575965,996.0,2.258503401360544,-118.4
7.5953,38.0,0.9666666666666667,502.0,2.7888888888888888,-118.4
4.6364,37.0,1.024793388429752,494.0,2.041322314049587,-118.4
5.9544,44.0,0.982646420824295,1221.0,2.648590021691974,-118.4
5.6732,43.0,1.1100244498777505,1028.0,2.513447432762836,-118.4
5.726,41.0,1.0201149425287357,847.0,2.4339080459770117,-118.37
6.019,42.0,1.0337423312883436,813.0,2.4938650306748467,-118.38
4.6923,44.0,1.0177777777777777,1287.0,2.86,-118.38
3.2708,35.0,1.0510869565217391,2003.0,2.1771739130434784,-118.38
2.5833,29.0,1.124282982791587,1397.0,2.6711281070745696,-118.38
3.111,5.0,1.3167305236270754,3591.0,2.293103448275862,-118.37
4.1852,44.0,1.0,497.0,2.1798245614035086,-118.4
3.9792,15.0,0.9343065693430657,310.0,2.2627737226277373,-118.41
4.1471,32.0,0.9864864864864865,567.0,2.554054054054054,-118.41
4.7375,45.0,1.0180878552971577,1086.0,2.806201550387597,-118.41
5.723,24.0,1.237871674491393,1075.0,1.6823161189358373,-118.45
6.3267,36.0,1.0539499036608864,1090.0,2.1001926782273603,-118.45
6.2551,37.0,1.0152905198776758,771.0,2.3577981651376145,-118.44
2.1875,37.0,1.145658263305322,1309.0,3.6666666666666665,-118.28
2.6546,41.0,0.8209876543209876,642.0,3.962962962962963,-118.28
4.4636,42.0,0.8879310344827587,1203.0,3.456896551724138,-118.29
3.8372,41.0,1.1319148936170214,1416.0,3.0127659574468084,-118.29
2.4741,31.0,1.042158516020236,2231.0,3.7622259696458684,-118.29
2.7368,23.0,1.0534653465346535,1735.0,3.4356435643564356,-118.29
2.6618,19.0,1.1421319796954315,2047.0,3.463620981387479,-118.28
4.317,32.0,0.9337121212121212,1754.0,3.321969696969697,-118.29
2.9063,27.0,1.1167883211678833,2009.0,3.6660583941605838,-118.29
3.59,35.0,1.021630615640599,1578.0,2.6256239600665556,-118.29
